Timestamp,Age,Sex,Marital_Status,Region,Education_Level,Income,Role,Experience_Years,Knw_AI_Definition,Knw_AI_Learning,Knw_AI_Assist,Knw_AI_Diagnosis,Knw_AI_Treatment,Knw_AI_Usage,Knw_AI_Limitations,Knw_AI_Ethics,Att_Solve_Problems,Att_Accessibility,Att_Workload,Att_Replace_Doctors,Att_Benefits_Risks,Att_Learn_AI,Att_Regulation,Att_Research_Need,Prac_Use_Validated,Prac_Confidence,Prac_Verify_Output,Prac_Trust_Recommend,Prac_Keep_Updated
2024-04-17 09:29:32,26,Male,Single,Addis Ababa,Bachelor,12000,Medical Doctor,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Always,Always,Always,Always,Always
2024-04-17 14:17:50,27,Male,Single,Oromia,Bachelor,24000,Other,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Always,Always,Always,Always,Always
2024-04-18 00:17:03,32,Female,Married,Other/Invalid,Bachelor,10300,Medical Doctor,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Never,Never,Never,Never,Never
2024-04-19 16:27:48,31,Male,Married,Oromia,Bachelor,9056,Public Health,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Always,Always,Always,Always,Always
2024-04-19 20:44:59,32,Male,Married,Other/Invalid,Masters/Postgrad,11305,Public Health,11,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Always,Always,Always,Always,Always
2024-04-22 11:27:45,26,Male,Single,Oromia,Bachelor,4000,Nurse/Midwife,1,TRUE,TRUE,TRUE,TRUE,Not Sure,TRUE,TRUE,TRUE,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Always,Always,Always,Always,Always
2024-04-24 14:00:14,30,Male,Married,Oromia,Bachelor,10150,Pharmacist,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Agree,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Never,Always,Always,Always,Always
2024-05-02 21:39:16,32,Male,Single,Addis Ababa,Masters/Postgrad,6005,Public Health,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Always,Always,Always,Always,Always
2024-05-02 21:40:31,24,Female,Single,Addis Ababa,Bachelor,6000,Nurse/Midwife,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Not Sure,Not Sure,Neutral,Neutral,Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Neutral,Always,Always,Always,Always,Always
2024-05-02 21:40:33,30,Male,Married,Oromia,Bachelor,8017,Public Health,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Agree,Agree,Agree,Neutral,Agree,Agree,Strongly Agree,Agree,Never,Always,Always,Always,Always
2024-05-02 21:40:45,34,Male,Single,Oromia,Bachelor,9500,Medical Doctor,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Never,Never,Always,Always,Always
2024-05-02 21:40:54,27,Male,Single,Oromia,Bachelor,12579,Medical Doctor,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Agree,Disagree,Agree,Neutral,Agree,Strongly Disagree,Agree,Strongly Agree,Always,Always,Always,Always,Always
2024-05-02 21:42:15,30,Male,Married,South Ethiopia,Bachelor,1056,Public Health,11,TRUE,TRUE,TRUE,TRUE,Not Sure,Not Sure,Not Sure,Not Sure,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Never,Never,Never,Never,Always
2024-05-02 21:45:54,28,Male,Married,Oromia,Bachelor,6000,Nurse/Midwife,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Agree,Neutral,Neutral,Strongly Disagree,Neutral,Neutral,Neutral,Neutral,Always,Always,Always,Always,Always
2024-05-02 21:48:09,38,Male,Married,Oromia,PhD,11000,Medical Doctor,8,TRUE,FALSE,TRUE,TRUE,TRUE,Not Sure,TRUE,TRUE,Disagree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Never,Never,Always,Never,Always
2024-05-02 21:51:15,29,Male,Married,Central Ethiopia,Bachelor,5318,Nurse/Midwife,6,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,Agree,Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Never,Never,Always,Never,Never
2024-05-02 21:55:45,35,Male,Married,Oromia,Masters/Postgrad,6000,Public Health,15,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Always,Always,Always,Never,Always
2024-05-02 21:56:14,40,Male,Married,Oromia,Masters/Postgrad,10150,Other,14,Not Sure,Not Sure,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Agree,Neutral,Disagree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,Strongly Agree,Never,Never,Never,Never,Never
2024-05-02 22:10:09,27,Male,Single,Central Ethiopia,Bachelor,5293,Public Health,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Never,Never,Never,Never,Never
2024-05-02 22:14:36,33,Male,Single,Addis Ababa,PhD,12759,Medical Doctor,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Always,Always,Always,Always,Always
2024-05-02 22:17:20,32,Male,Single,Addis Ababa,Masters/Postgrad,10156,Public Health,12,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Agree,Agree,Agree,Disagree,Agree,Agree,Neutral,Agree,Never,Always,Always,Always,Always
2024-05-02 22:17:56,29,Male,Single,Oromia,PhD,33000,Medical Doctor,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Always,Always,Always,Always,Always
2024-05-02 22:18:40,32,Male,Single,Oromia,Bachelor,9056,Public Health,9,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Always,Always,Always,Always,Always
2024-05-02 22:19:01,41,Female,Married,Addis Ababa,Bachelor,10000,Nurse/Midwife,10,TRUE,Not Sure,TRUE,TRUE,TRUE,TRUE,Not Sure,TRUE,Agree,Neutral,Agree,Disagree,Neutral,Agree,Agree,Agree,Always,Always,Always,Always,Always
2024-05-02 22:19:09,27,Male,Single,Addis Ababa,Bachelor,7071,Public Health,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Agree,Agree,Agree,Strongly Agree,Neutral,Agree,Agree,Strongly Agree,Never,Always,Always,Always,Always
2024-05-02 22:20:45,24,Male,Single,Addis Ababa,Bachelor,6193,Nurse/Midwife,1,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Always,Always,Always,Never,Always
2024-05-02 22:21:51,25,Male,Single,Other/Invalid,Bachelor,0,Nurse/Midwife,0,Not Sure,Not Sure,TRUE,TRUE,Not Sure,FALSE,TRUE,Not Sure,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Always,Never,Always,Always,Always
2024-05-02 22:21:54,33,Male,Married,Oromia,Bachelor,10000,Nurse/Midwife,12,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Always,Always,Always,Always,Always
2024-05-02 22:23:29,28,Male,Single,Harari,Masters/Postgrad,13000,Medical Doctor,2,FALSE,TRUE,TRUE,Not Sure,TRUE,TRUE,Not Sure,TRUE,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Always,Always,Always,Always,Always
2024-05-02 22:24:08,47,Male,Married,Oromia,Masters/Postgrad,7000,Public Health,30,Not Sure,Not Sure,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Strongly Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Never,Never,Never,Never,Never
2024-05-02 22:26:41,30,Male,Single,Other/Invalid,PhD,9050,Medical Doctor,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Never,Always,Always,Always,Always
2024-05-02 22:28:50,29,Female,Single,South Ethiopia,Bachelor,9056,Medical Doctor,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Agree,Disagree,Agree,Strongly Disagree,Neutral,Agree,Strongly Agree,Strongly Agree,Never,Always,Always,Never,Always
2024-05-02 22:30:38,34,Male,Married,Dire Dawa,Bachelor,10000,Lab/Biomedical,1,TRUE,TRUE,TRUE,TRUE,Not Sure,TRUE,Not Sure,Not Sure,Disagree,Strongly Disagree,Agree,Neutral,Neutral,Agree,Agree,Agree,Always,Never,Never,Always,Always
2024-05-02 22:34:35,34,Male,Married,Dire Dawa,Bachelor,10000,Lab/Biomedical,1,TRUE,TRUE,TRUE,Not Sure,TRUE,TRUE,TRUE,TRUE,Neutral,Disagree,Agree,Agree,Neutral,Agree,Neutral,Agree,Always,Always,Always,Always,Always
2024-05-02 22:35:23,32,Male,Married,Oromia,Masters/Postgrad,32000,Public Health,11,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Strongly Agree,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Always,Always,Always,Always,Always
2024-05-02 22:36:26,31,Male,Married,Oromia,Bachelor,8017,Public Health,6,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Disagree,Disagree,Disagree,Agree,Strongly Disagree,Agree,Agree,Agree,Never,Never,Never,Never,Never
2024-05-02 22:38:40,32,Male,Married,Oromia,Bachelor,6286,Pharmacist,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Agree,Agree,Agree,Agree,Neutral,Strongly Agree,Agree,Agree,Never,Never,Never,Never,Always
2024-05-02 22:38:46,27,Male,Single,Amhara,Bachelor,4776,Nurse/Midwife,2,FALSE,Not Sure,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Never,Never,Never,Always,Never
2024-05-02 22:42:51,30,Male,Single,Sidama,Masters/Postgrad,8017,Nurse/Midwife,5,TRUE,TRUE,TRUE,TRUE,Not Sure,TRUE,TRUE,TRUE,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Always,Always,Always,Never,Never
2024-05-02 22:44:29,34,Male,Single,Addis Ababa,Bachelor,7071,Pharmacist,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Agree,Agree,Agree,Neutral,Agree,Strongly Agree,Agree,Strongly Agree,Never,Never,Never,Always,Always
2024-05-02 22:50:59,24,Male,Single,Tigray,Bachelor,7100,Public Health,1,TRUE,Not Sure,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Always,Always,Always,Always,Always
2024-05-02 22:58:43,28,Male,Married,Tigray,Masters/Postgrad,9056,Medical Doctor,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Neutral,Agree,Never,Never,Never,Always,Always
2024-05-02 23:06:08,30,Male,Married,Sidama,Bachelor,10000,Nurse/Midwife,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Agree,Agree,Strongly Agree,Never,Never,Always,Never,Always
2024-05-02 23:09:49,32,Male,Married,Oromia,Bachelor,10150,Other,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Strongly Agree,Always,Always,Always,Always,Always
2024-05-02 23:10:59,32,Male,Single,Oromia,Bachelor,9056,Nurse/Midwife,10,TRUE,Not Sure,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Agree,Neutral,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Always,Always,Always,Always,Always
2024-05-02 23:11:07,30,Male,Single,Oromia,Bachelor,25000,Data/It/Stats,5,TRUE,TRUE,TRUE,TRUE,Not Sure,Not Sure,TRUE,Not Sure,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Strongly Agree,Always,Always,Always,Always,Always
2024-05-02 23:16:24,27,Male,Single,Central Ethiopia,Bachelor,8000,Pharmacist,1,Not Sure,Not Sure,TRUE,TRUE,Not Sure,TRUE,FALSE,Not Sure,Agree,Agree,Agree,Disagree,Neutral,Agree,Neutral,Agree,Always,Always,Always,Always,Always
2024-05-02 23:24:20,24,Male,Single,Addis Ababa,Bachelor,7071,Public Health,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Never,Never,Always,Always,Always
2024-05-02 23:41:27,27,Male,Single,Central Ethiopia,Bachelor,6193,Nurse/Midwife,3,TRUE,TRUE,TRUE,TRUE,Not Sure,TRUE,TRUE,TRUE,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Never,Never,Never,Never,Always
2024-05-02 23:52:26,30,Male,Married,Oromia,Masters/Postgrad,39000,Public Health,8,FALSE,FALSE,TRUE,Not Sure,FALSE,FALSE,TRUE,TRUE,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Always,Always,Always,Never,Always
2024-05-02 23:57:20,32,Male,Single,Addis Ababa,Masters/Postgrad,8017,Nurse/Midwife,8,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Never,Always,Always,Always,Always
2024-05-03 00:07:19,30,Female,Married,Central Ethiopia,Masters/Postgrad,8017,Nurse/Midwife,6,TRUE,TRUE,Not Sure,Not Sure,Not Sure,Not Sure,TRUE,TRUE,Agree,Disagree,Agree,Disagree,Neutral,Agree,Agree,Neutral,Always,Never,Always,Never,Always
2024-05-03 00:14:33,25,Male,Single,South Ethiopia,Bachelor,4000,Nurse/Midwife,0,TRUE,FALSE,Not Sure,FALSE,TRUE,FALSE,TRUE,TRUE,Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Always,Always,Never,Always,Always
2024-05-03 00:19:41,25,Female,Single,Addis Ababa,Bachelor,10000,Pharmacist,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Never,Never,Never,Never,Never
2024-05-03 00:23:01,27,Male,Single,South Ethiopia,Bachelor,4000,Nurse/Midwife,0,TRUE,TRUE,FALSE,Not Sure,FALSE,TRUE,TRUE,TRUE,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Always,Never,Never,Always,Always
2024-05-03 00:32:16,31,Male,Married,Sidama,Masters/Postgrad,6000,Public Health,6,TRUE,Not Sure,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Never,Always,Always,Always,Always
2024-05-03 01:11:13,23,Female,Single,Sidama,Bachelor,5000,Public Health,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Agree,Strongly Agree,Disagree,Disagree,Neutral,Strongly Agree,Strongly Agree,Agree,Always,Always,Always,Always,Always
2024-05-03 01:59:57,30,Male,Single,Sidama,Masters/Postgrad,6000,Nurse/Midwife,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Not Sure,Not Sure,Agree,Neutral,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Never,Never,Always,Always,Always
2024-05-03 02:01:26,33,Male,Single,Somali,Bachelor,9056,Medical Doctor,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Neutral,Disagree,Disagree,Strongly Disagree,Neutral,Neutral,Strongly Agree,Strongly Agree,Never,Never,Always,Never,Never
2024-05-03 03:36:55,26,Male,Single,South Ethiopia,Masters/Postgrad,9240,Lab/Biomedical,3,TRUE,TRUE,TRUE,Not Sure,Not Sure,TRUE,TRUE,TRUE,Neutral,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Never,Never,Never,Never,Always
2024-05-03 03:40:07,29,Male,Single,Other/Invalid,Masters/Postgrad,7071,Nurse/Midwife,5,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,Strongly Agree,Neutral,Agree,Agree,Neutral,Agree,Neutral,Strongly Agree,Never,Never,Always,Never,Always
2024-05-03 04:20:01,30,Male,Married,Sidama,Masters/Postgrad,9056,Other,9,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Agree,Disagree,Neutral,Neutral,Agree,Agree,Agree,Agree,Never,Always,Never,Always,Always
2024-05-03 04:36:59,31,Male,Married,Sidama,Masters/Postgrad,9056,Public Health,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Not Sure,TRUE,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Always,Always,Always,Always,Always
2024-05-03 04:47:48,34,Male,Married,Oromia,Bachelor,9057,Nurse/Midwife,8,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Strongly Agree,Agree,Strongly Agree,Neutral,Neutral,Agree,Agree,Agree,Always,Always,Always,Always,Always
2024-05-03 05:05:57,25,Male,Married,Central Ethiopia,Bachelor,6193,Nurse/Midwife,3,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Always,Always,Always,Always,Always
2024-05-03 05:08:27,32,Male,Single,Oromia,Bachelor,8017,Public Health,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Always,Always,Always,Always,Always
2024-05-03 05:31:49,30,Male,Married,Oromia,Bachelor,7077,Pharmacist,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Always,Always,Always,Always,Always
2024-05-03 06:04:04,31,Male,Married,Other/Invalid,Bachelor,5300,Public Health,4,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,Strongly Disagree,Strongly Disagree,Agree,Neutral,Agree,Agree,Agree,Agree,Never,Always,Always,Always,Always
2024-05-03 06:07:54,42,Male,Single,Addis Ababa,Masters/Postgrad,35322,Public Health,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Always,Always,Always,Always,Always
2024-05-03 06:08:54,29,Male,Single,Addis Ababa,Bachelor,6005,Public Health,5,TRUE,TRUE,Not Sure,Not Sure,Not Sure,TRUE,FALSE,TRUE,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Never,Never,Never,Never,Always
2024-05-03 06:13:44,32,Male,Single,Oromia,Bachelor,7071,Nurse/Midwife,7,TRUE,TRUE,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Never,Never,Never,Never,Never
2024-05-03 06:14:32,33,Male,Single,Central Ethiopia,Bachelor,6400,Nurse/Midwife,9,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Always,Always,Always,Always,Always
2024-05-03 06:18:21,30,Male,Married,Oromia,Masters/Postgrad,12000,Other,7,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,Strongly Disagree,Agree,Strongly Disagree,Neutral,Agree,Disagree,Neutral,Agree,Never,Never,Never,Always,Always
2024-05-03 06:37:57,33,Male,Married,Addis Ababa,Bachelor,10150,Lab/Biomedical,9,FALSE,TRUE,Not Sure,Not Sure,TRUE,Not Sure,TRUE,FALSE,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Agree,Agree,Disagree,Never,Never,Never,Never,Never
2024-05-03 06:59:46,26,Male,Single,Sidama,Bachelor,6193,Lab/Biomedical,2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Not Sure,Neutral,Agree,Strongly Disagree,Strongly Disagree,Neutral,Agree,Agree,Agree,Always,Never,Always,Never,Always
2024-05-03 07:04:55,29,Male,Single,Oromia,Masters/Postgrad,8017,Public Health,4,TRUE,TRUE,Not Sure,Not Sure,Not Sure,TRUE,TRUE,TRUE,Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Never,Never,Never,Never,Never
2024-05-03 07:07:33,26,Male,Married,Sidama,Bachelor,7000,Public Health,8,TRUE,TRUE,Not Sure,TRUE,TRUE,TRUE,TRUE,TRUE,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Neutral,Agree,Agree,Always,Never,Always,Always,Always
2024-05-03 07:23:35,31,Male,Single,Addis Ababa,Masters/Postgrad,17000,Nurse/Midwife,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Never,Always,Always,Never,Always
2024-05-03 07:29:44,28,Male,Single,Oromia,Masters/Postgrad,37000,Nurse/Midwife,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Neutral,Disagree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Always,Always,Always,Always,Always
2024-05-03 07:32:58,32,Male,Single,Addis Ababa,Masters/Postgrad,27000,Pharmacist,4,TRUE,TRUE,Not Sure,TRUE,Not Sure,TRUE,TRUE,TRUE,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Never,Never,Never,Always,Always
2024-05-03 07:47:39,34,Male,Married,Oromia,Bachelor,8017,Nurse/Midwife,15,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Never,Never,Never,Always,Always
2024-05-03 07:49:42,32,Male,Married,Oromia,Masters/Postgrad,10150,Public Health,11,TRUE,TRUE,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Neutral,Agree,Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Never,Never,Never,Never,Always
2024-05-03 07:56:18,40,Male,Divorced,Oromia,Masters/Postgrad,100000,Other,14,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Never,Never,Never,Always,Always
2024-05-03 07:58:09,32,Male,Married,Oromia,Bachelor,7071,Nurse/Midwife,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Never,Never,Never,Never,Never
2024-05-03 08:16:33,26,Male,Single,Oromia,Bachelor,7071,Public Health,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Agree,Strongly Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Never,Always,Always,Always,Always
2024-05-03 08:16:54,27,Male,Married,Oromia,Bachelor,7071,Public Health,3,TRUE,TRUE,Not Sure,Not Sure,Not Sure,TRUE,TRUE,TRUE,Agree,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Always,Always,Never,Never,Always
2024-05-03 08:25:34,30,Male,Single,Addis Ababa,Masters/Postgrad,30000,Pharmacist,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Agree,Agree,Agree,Strongly Disagree,Neutral,Agree,Agree,Strongly Agree,Always,Always,Always,Always,Always
2024-05-03 08:32:14,34,Female,Married,Addis Ababa,Masters/Postgrad,16000,Medical Doctor,9,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Never,Always,Always,Never,Always
2024-05-03 08:39:36,26,Female,Single,Addis Ababa,Bachelor,9056,Medical Doctor,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Agree,Neutral,Neutral,Agree,Disagree,Agree,Agree,Agree,Never,Never,Always,Never,Never
2024-05-03 08:39:38,32,Male,Single,Oromia,Masters/Postgrad,7228,Public Health,8,TRUE,TRUE,TRUE,Not Sure,TRUE,TRUE,TRUE,TRUE,Neutral,Neutral,Agree,Neutral,Neutral,Strongly Disagree,Agree,Agree,Never,Always,Always,Always,Always
2024-05-03 08:46:42,38,Male,Married,Addis Ababa,Bachelor,11000,Medical Doctor,5,TRUE,TRUE,TRUE,TRUE,TRUE,Not Sure,Not Sure,FALSE,Neutral,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Never,Always,Never,Always,Always
2024-05-03 08:48:36,27,Male,Single,Other/Invalid,Masters/Postgrad,8017,Public Health,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Agree,Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Agree,Never,Never,Always,Always,Always
